event_type,id,agent_id,phone_number,start_time,end_time,disposition
ENDED,166,39,(807) 3478-4637,2016-03-18 21:21,2016-03-18 21:22,REQUIRES_SUPERVISOR_ATTENTION
ENDED,127,37,(705) 9442-3568,2016-03-18 21:18,2016-03-18 21:22,PRODUCT_QUESTION
ENDED,186,1,(343) 7674-6352,2016-03-18 21:22,2016-03-18 21:22,REFUND
ENDED,183,35,(705) 4085-0143,2016-03-18 21:22,2016-03-18 21:22,REFUND
ENDED,157,23,(613) 6280-2275,2016-03-18 21:20,2016-03-18 21:22,WARM_TRANSFER
STARTED,191,35,(343) 3379-9977,2016-03-18 21:22,,
STARTED,192,37,(343) 3982-0792,2016-03-18 21:23,,
STARTED,193,23,(249) 8357-8550,2016-03-18 21:23,,
STARTED,194,39,(365) 582-2824,2016-03-18 21:23,,
ENDED,141,11,(519) 3388-1136,2016-03-18 21:19,2016-03-18 21:23,SILENCE
ENDED,171,21,(807) 426-0652,2016-03-18 21:21,2016-03-18 21:23,PRODUCT_QUESTION
STARTED,195,1,(249) 9789-7061,2016-03-18 21:23,,
STARTED,196,21,(365) 888-6796,2016-03-18 21:23,,
STARTED,197,11,(519) 8613-1597,2016-03-18 21:23,,
ENDED,193,23,(249) 8357-8550,2016-03-18 21:23,2016-03-18 21:23,DROPPED_WHILE_TALKING
ENDED,156,5,(519) 2067-7986,2016-03-18 21:20,2016-03-18 21:23,WARM_TRANSFER
ENDED,152,31,(437) 7411-6498,2016-03-18 21:20,2016-03-18 21:23,BILLING_QUESTION
STARTED,198,5,(416) 3813-6872,2016-03-18 21:23,,
STARTED,199,23,(437) 2759-8760,2016-03-18 21:23,,
STARTED,200,31,(365) 7721-3682,2016-03-18 21:23,,
ENDED,189,13,(249) 2396-9053,2016-03-18 21:22,2016-03-18 21:23,NEW_ORDER
ENDED,161,14,(807) 6607-2773,2016-03-18 21:21,2016-03-18 21:23,NEW_ORDER
ENDED,190,9,(437) 2382-9811,2016-03-18 21:22,2016-03-18 21:23,REQUIRES_SUPERVISOR_ATTENTION
STARTED,201,14,(647) 4307-4528,2016-03-18 21:23,,
ENDED,174,40,(249) 8927-5093,2016-03-18 21:21,2016-03-18 21:23,REFUND
ENDED,179,34,(289) 5501-7965,2016-03-18 21:22,2016-03-18 21:23,COMPLAINT
ENDED,196,21,(365) 888-6796,2016-03-18 21:23,2016-03-18 21:23,REQUIRES_SUPERVISOR_ATTENTION
STARTED,202,34,(226) 2404-7357,2016-03-18 21:23,,
ENDED,197,11,(519) 8613-1597,2016-03-18 21:23,2016-03-18 21:23,TECH_SUPPORT
ENDED,182,26,(249) 4230-7639,2016-03-18 21:22,2016-03-18 21:23,INCORRECT_NUMBER
STARTED,203,9,(647) 3378-9449,2016-03-18 21:23,,
ENDED,114,4,(705) 2971-6236,2016-03-18 21:17,2016-03-18 21:23,CANCELLATION
STARTED,204,4,(365) 2385-9324,2016-03-18 21:23,,
ENDED,177,36,(905) 7928-3081,2016-03-18 21:21,2016-03-18 21:23,REQUIRES_SUPERVISOR_ATTENTION
STARTED,205,26,(249) 1034-2202,2016-03-18 21:23,,
ENDED,146,12,(226) 3814-1852,2016-03-18 21:19,2016-03-18 21:23,REQUIRES_SUPERVISOR_ATTENTION
ENDED,143,7,(905) 5475-5710,2016-03-18 21:19,2016-03-18 21:24,REQUIRES_SUPERVISOR_ATTENTION
STARTED,206,13,(705) 5636-9065,2016-03-18 21:24,,
STARTED,207,40,(343) 6298-7918,2016-03-18 21:24,,
ENDED,151,8,(343) 1177-2295,2016-03-18 21:20,2016-03-18 21:24,WARM_TRANSFER
ENDED,207,40,(343) 6298-7918,2016-03-18 21:24,2016-03-18 21:24,TECH_SUPPORT
ENDED,202,34,(226) 2404-7357,2016-03-18 21:23,2016-03-18 21:24,CANCELLATION
ENDED,142,30,(343) 2602-6439,2016-03-18 21:19,2016-03-18 21:24,NEW_ORDER
ENDED,185,27,(365) 1030-4044,2016-03-18 21:22,2016-03-18 21:24,CANCELLATION
ENDED,203,9,(647) 3378-9449,2016-03-18 21:23,2016-03-18 21:24,NEW_ORDER
STARTED,208,8,(249) 4491-9938,2016-03-18 21:24,,
ENDED,155,3,(437) 4508-1146,2016-03-18 21:20,2016-03-18 21:24,TECH_SUPPORT
STARTED,209,21,(647) 6439-0851,2016-03-18 21:24,,
STARTED,210,3,(249) 3256-7861,2016-03-18 21:24,,
ENDED,209,21,(647) 6439-0851,2016-03-18 21:24,2016-03-18 21:24,DROPPED_WHILE_TALKING
ENDED,201,14,(647) 4307-4528,2016-03-18 21:23,2016-03-18 21:24,REQUIRES_SUPERVISOR_ATTENTION
STARTED,211,30,(226) 3351-9522,2016-03-18 21:24,,
STARTED,212,14,(647) 2359-2473,2016-03-18 21:24,,
STARTED,213,40,(613) 1318-8800,2016-03-18 21:24,,
STARTED,214,21,(365) 7301-3111,2016-03-18 21:24,,
ENDED,192,37,(343) 3982-0792,2016-03-18 21:23,2016-03-18 21:24,COMPLAINT
ENDED,200,31,(365) 7721-3682,2016-03-18 21:23,2016-03-18 21:24,REFUND
STARTED,215,37,(613) 735-1519,2016-03-18 21:24,,
ENDED,102,19,(437) 3613-1163,2016-03-18 21:16,2016-03-18 21:24,REFUND
ENDED,188,24,(705) 6357-5458,2016-03-18 21:22,2016-03-18 21:24,PRODUCT_QUESTION
STARTED,216,24,(613) 6118-1800,2016-03-18 21:24,,
ENDED,176,22,(365) 4281-7162,2016-03-18 21:21,2016-03-18 21:24,NEW_ORDER
ENDED,212,14,(647) 2359-2473,2016-03-18 21:24,2016-03-18 21:24,REFUND
STARTED,217,34,(705) 2724-0617,2016-03-18 21:24,,
STARTED,218,7,(226) 8107-4965,2016-03-18 21:24,,
STARTED,219,22,(249) 5771-3666,2016-03-18 21:24,,
ENDED,205,26,(249) 1034-2202,2016-03-18 21:23,2016-03-18 21:25,TECH_SUPPORT
STARTED,220,26,(807) 8381-6130,2016-03-18 21:25,,
STARTED,221,19,(365) 1481-8920,2016-03-18 21:25,,
STARTED,222,14,(905) 1999-1121,2016-03-18 21:25,,
ENDED,125,15,(905) 5987-1501,2016-03-18 21:18,2016-03-18 21:25,NEW_ORDER
STARTED,223,11,(905) 724-1130,2016-03-18 21:25,,
STARTED,224,31,(343) 8199-8683,2016-03-18 21:25,,
STARTED,225,12,(416) 7722-3264,2016-03-18 21:25,,
STARTED,226,9,(705) 5609-6722,2016-03-18 21:25,,
STARTED,227,27,(705) 1252-8988,2016-03-18 21:25,,
ENDED,220,26,(807) 8381-6130,2016-03-18 21:25,2016-03-18 21:25,DROPPED_WHILE_TALKING
ENDED,187,38,(905) 4820-8481,2016-03-18 21:22,2016-03-18 21:25,INCORRECT_NUMBER
STARTED,228,38,(226) 1669-0746,2016-03-18 21:25,,
ENDED,148,17,(613) 2092-9725,2016-03-18 21:19,2016-03-18 21:25,DROPPED_WHILE_TALKING
ENDED,159,33,(343) 5159-8519,2016-03-18 21:20,2016-03-18 21:25,CANCELLATION
STARTED,229,17,(647) 3736-4809,2016-03-18 21:25,,
ENDED,223,11,(905) 724-1130,2016-03-18 21:25,2016-03-18 21:25,SILENCE
STARTED,230,15,(249) 7721-5392,2016-03-18 21:25,,
STARTED,231,26,(905) 6299-6252,2016-03-18 21:25,,
STARTED,232,11,(365) 4820-8089,2016-03-18 21:25,,
STARTED,233,36,(249) 3527-5846,2016-03-18 21:25,,
STARTED,234,33,(905) 2177-2341,2016-03-18 21:25,,
ENDED,225,12,(416) 7722-3264,2016-03-18 21:25,2016-03-18 21:25,CANCELLATION
ENDED,224,31,(343) 8199-8683,2016-03-18 21:25,2016-03-18 21:25,COMPLAINT
STARTED,235,12,(519) 1133-9343,2016-03-18 21:25,,
ENDED,221,19,(365) 1481-8920,2016-03-18 21:25,2016-03-18 21:25,DROPPED_WHILE_TALKING
STARTED,236,31,(289) 5735-4199,2016-03-18 21:25,,
ENDED,232,11,(365) 4820-8089,2016-03-18 21:25,2016-03-18 21:25,CANCELLATION
ENDED,235,12,(519) 1133-9343,2016-03-18 21:25,2016-03-18 21:25,REQUIRES_SUPERVISOR_ATTENTION
ENDED,219,22,(249) 5771-3666,2016-03-18 21:24,2016-03-18 21:25,BILLING_QUESTION
STARTED,237,19,(519) 2572-1076,2016-03-18 21:26,,
STARTED,238,12,(613) 9516-2518,2016-03-18 21:26,,
STARTED,239,22,(226) 2103-8403,2016-03-18 21:26,,
STARTED,240,11,(519) 407-8260,2016-03-18 21:26,,
ENDED,172,18,(416) 1376-9725,2016-03-18 21:21,2016-03-18 21:26,CANCELLATION
ENDED,216,24,(613) 6118-1800,2016-03-18 21:24,2016-03-18 21:26,INCORRECT_NUMBER
STARTED,241,18,(416) 8931-3549,2016-03-18 21:26,,
ENDED,128,10,(289) 6007-9578,2016-03-18 21:18,2016-03-18 21:26,INCORRECT_NUMBER
STARTED,242,10,(226) 6294-2851,2016-03-18 21:26,,
STARTED,243,24,(289) 1206-7879,2016-03-18 21:26,,
ENDED,180,16,(647) 5590-5658,2016-03-18 21:22,2016-03-18 21:26,SILENCE
STARTED,244,16,(226) 1224-9935,2016-03-18 21:26,,
ENDED,206,13,(705) 5636-9065,2016-03-18 21:24,2016-03-18 21:26,PRODUCT_QUESTION
STARTED,245,13,(705) 1104-2670,2016-03-18 21:26,,
ENDED,199,23,(437) 2759-8760,2016-03-18 21:23,2016-03-18 21:26,PRODUCT_QUESTION
ENDED,245,13,(705) 1104-2670,2016-03-18 21:26,2016-03-18 21:26,PRODUCT_QUESTION
ENDED,215,37,(613) 735-1519,2016-03-18 21:24,2016-03-18 21:26,BILLING_QUESTION
ENDED,237,19,(519) 2572-1076,2016-03-18 21:26,2016-03-18 21:26,SILENCE
ENDED,228,38,(226) 1669-0746,2016-03-18 21:25,2016-03-18 21:26,BILLING_QUESTION
STARTED,246,23,(807) 9930-2619,2016-03-18 21:26,,
STARTED,247,37,(226) 4063-1870,2016-03-18 21:26,,
STARTED,248,13,(289) 3626-6838,2016-03-18 21:26,,
STARTED,249,19,(365) 2139-8588,2016-03-18 21:26,,
ENDED,168,28,(249) 8573-3280,2016-03-18 21:21,2016-03-18 21:26,CANCELLATION
STARTED,250,38,(647) 3106-2784,2016-03-18 21:26,,
ENDED,101,20,(705) 5911-4490,2016-03-18 21:16,2016-03-18 21:26,CANCELLATION
ENDED,241,18,(416) 8931-3549,2016-03-18 21:26,2016-03-18 21:26,PRODUCT_QUESTION
ENDED,194,39,(365) 582-2824,2016-03-18 21:23,2016-03-18 21:26,BILLING_QUESTION
STARTED,251,39,(249) 5408-1273,2016-03-18 21:26,,
STARTED,252,20,(343) 1523-2267,2016-03-18 21:26,,
STARTED,253,28,(705) 9085-6519,2016-03-18 21:27,,
ENDED,246,23,(807) 9930-2619,2016-03-18 21:26,2016-03-18 21:27,NEW_ORDER
ENDED,230,15,(249) 7721-5392,2016-03-18 21:25,2016-03-18 21:27,COMPLAINT
STARTED,254,23,(343) 9610-4711,2016-03-18 21:27,,
STARTED,255,18,(705) 3217-7649,2016-03-18 21:27,,
ENDED,229,17,(647) 3736-4809,2016-03-18 21:25,2016-03-18 21:27,TECH_SUPPORT
STARTED,256,17,(437) 8931-4532,2016-03-18 21:27,,
STARTED,257,15,(343) 6430-3660,2016-03-18 21:27,,
ENDED,256,17,(437) 8931-4532,2016-03-18 21:27,2016-03-18 21:27,NEW_ORDER
ENDED,198,5,(416) 3813-6872,2016-03-18 21:23,2016-03-18 21:27,REFUND
STARTED,258,5,(647) 9324-9472,2016-03-18 21:27,,
STARTED,259,17,(289) 9800-6928,2016-03-18 21:27,,
ENDED,218,7,(226) 8107-4965,2016-03-18 21:24,2016-03-18 21:27,REFUND
STARTED,260,7,(705) 6336-0012,2016-03-18 21:27,,
ENDED,250,38,(647) 3106-2784,2016-03-18 21:26,2016-03-18 21:27,INCORRECT_NUMBER
STARTED,261,38,(647) 3764-2700,2016-03-18 21:27,,
ENDED,169,29,(226) 5192-1374,2016-03-18 21:21,2016-03-18 21:27,REFUND
STARTED,262,29,(647) 8360-9768,2016-03-18 21:27,,
ENDED,213,40,(613) 1318-8800,2016-03-18 21:24,2016-03-18 21:27,CANCELLATION
STARTED,263,40,(647) 5590-0002,2016-03-18 21:27,,
ENDED,227,27,(705) 1252-8988,2016-03-18 21:25,2016-03-18 21:27,INCORRECT_NUMBER
STARTED,264,27,(807) 6890-6850,2016-03-18 21:27,,
ENDED,234,33,(905) 2177-2341,2016-03-18 21:25,2016-03-18 21:27,WARM_TRANSFER
STARTED,265,33,(226) 4378-7565,2016-03-18 21:27,,
ENDED,231,26,(905) 6299-6252,2016-03-18 21:25,2016-03-18 21:27,DROPPED_WHILE_TALKING
STARTED,266,26,(416) 6714-1408,2016-03-18 21:27,,
ENDED,261,38,(647) 3764-2700,2016-03-18 21:27,2016-03-18 21:27,TECH_SUPPORT
ENDED,191,35,(343) 3379-9977,2016-03-18 21:22,2016-03-18 21:27,BILLING_QUESTION
STARTED,267,35,(226) 9204-6267,2016-03-18 21:27,,
STARTED,268,38,(437) 8793-7381,2016-03-18 21:27,,
ENDED,243,24,(289) 1206-7879,2016-03-18 21:26,2016-03-18 21:28,INCORRECT_NUMBER
STARTED,269,24,(343) 4414-9350,2016-03-18 21:28,,
ENDED,211,30,(226) 3351-9522,2016-03-18 21:24,2016-03-18 21:28,PRODUCT_QUESTION
STARTED,270,30,(226) 1387-1561,2016-03-18 21:28,,
ENDED,184,25,(705) 3852-7943,2016-03-18 21:22,2016-03-18 21:28,DROPPED_WHILE_TALKING
STARTED,271,25,(647) 7327-9599,2016-03-18 21:28,,
ENDED,236,31,(289) 5735-4199,2016-03-18 21:25,2016-03-18 21:28,NEW_ORDER
ENDED,267,35,(226) 9204-6267,2016-03-18 21:27,2016-03-18 21:28,PRODUCT_QUESTION
ENDED,255,18,(705) 3217-7649,2016-03-18 21:27,2016-03-18 21:28,PRODUCT_QUESTION
ENDED,165,2,(807) 374-9097,2016-03-18 21:21,2016-03-18 21:28,CANCELLATION
ENDED,265,33,(226) 4378-7565,2016-03-18 21:27,2016-03-18 21:28,TECH_SUPPORT
STARTED,272,31,(647) 7435-6998,2016-03-18 21:28,,
STARTED,273,2,(519) 6769-8156,2016-03-18 21:28,,
ENDED,252,20,(343) 1523-2267,2016-03-18 21:26,2016-03-18 21:28,NEW_ORDER
STARTED,274,20,(613) 2906-1794,2016-03-18 21:28,,
ENDED,217,34,(705) 2724-0617,2016-03-18 21:24,2016-03-18 21:28,WARM_TRANSFER
STARTED,275,35,(647) 5334-9139,2016-03-18 21:28,,
ENDED,253,28,(705) 9085-6519,2016-03-18 21:27,2016-03-18 21:28,BILLING_QUESTION
ENDED,247,37,(226) 4063-1870,2016-03-18 21:26,2016-03-18 21:28,COMPLAINT
STARTED,276,37,(905) 8256-6414,2016-03-18 21:28,,
ENDED,271,25,(647) 7327-9599,2016-03-18 21:28,2016-03-18 21:28,REQUIRES_SUPERVISOR_ATTENTION
ENDED,276,37,(905) 8256-6414,2016-03-18 21:28,2016-03-18 21:28,DROPPED_WHILE_TALKING
STARTED,277,28,(416) 1599-4169,2016-03-18 21:28,,
ENDED,268,38,(437) 8793-7381,2016-03-18 21:27,2016-03-18 21:28,DROPPED_WHILE_TALKING
ENDED,251,39,(249) 5408-1273,2016-03-18 21:26,2016-03-18 21:28,INCORRECT_NUMBER
STARTED,278,34,(647) 7207-8714,2016-03-18 21:28,,
STARTED,279,33,(519) 5961-0215,2016-03-18 21:28,,
ENDED,233,36,(249) 3527-5846,2016-03-18 21:25,2016-03-18 21:28,TECH_SUPPORT
STARTED,280,38,(437) 782-7827,2016-03-18 21:28,,
ENDED,258,5,(647) 9324-9472,2016-03-18 21:27,2016-03-18 21:28,REQUIRES_SUPERVISOR_ATTENTION
STARTED,281,37,(705) 5306-5130,2016-03-18 21:29,,
STARTED,282,36,(226) 5633-5466,2016-03-18 21:29,,
ENDED,262,29,(647) 8360-9768,2016-03-18 21:27,2016-03-18 21:29,CANCELLATION
STARTED,283,25,(365) 1873-1218,2016-03-18 21:29,,
ENDED,269,24,(343) 4414-9350,2016-03-18 21:28,2016-03-18 21:29,INCORRECT_NUMBER
ENDED,204,4,(365) 2385-9324,2016-03-18 21:23,2016-03-18 21:29,WARM_TRANSFER
STARTED,284,24,(613) 4166-3746,2016-03-18 21:29,,
STARTED,285,29,(905) 9812-1973,2016-03-18 21:29,,
ENDED,278,34,(647) 7207-8714,2016-03-18 21:28,2016-03-18 21:29,INCORRECT_NUMBER
STARTED,286,34,(289) 3685-2814,2016-03-18 21:29,,
STARTED,287,39,(807) 324-5790,2016-03-18 21:29,,
ENDED,238,12,(613) 9516-2518,2016-03-18 21:26,2016-03-18 21:29,TECH_SUPPORT
STARTED,288,4,(705) 4449-4715,2016-03-18 21:29,,
ENDED,249,19,(365) 2139-8588,2016-03-18 21:26,2016-03-18 21:29,SILENCE
STARTED,289,19,(289) 8701-0613,2016-03-18 21:29,,
ENDED,280,38,(437) 782-7827,2016-03-18 21:28,2016-03-18 21:29,DROPPED_WHILE_TALKING
STARTED,290,18,(807) 1640-3837,2016-03-18 21:29,,
STARTED,291,5,(437) 507-1326,2016-03-18 21:29,,
STARTED,292,12,(343) 1886-7418,2016-03-18 21:29,,
ENDED,272,31,(647) 7435-6998,2016-03-18 21:28,2016-03-18 21:29,REQUIRES_SUPERVISOR_ATTENTION
ENDED,282,36,(226) 5633-5466,2016-03-18 21:29,2016-03-18 21:29,REFUND
STARTED,293,31,(365) 5219-8579,2016-03-18 21:29,,
STARTED,294,38,(519) 2579-0710,2016-03-18 21:29,,
STARTED,295,36,(905) 9258-0739,2016-03-18 21:29,,
ENDED,270,30,(226) 1387-1561,2016-03-18 21:28,2016-03-18 21:29,REQUIRES_SUPERVISOR_ATTENTION
STARTED,296,30,(226) 7259-1771,2016-03-18 21:29,,
ENDED,284,24,(613) 4166-3746,2016-03-18 21:29,2016-03-18 21:29,INCORRECT_NUMBER
STARTED,297,24,(249) 5914-6323,2016-03-18 21:29,,
ENDED,226,9,(705) 5609-6722,2016-03-18 21:25,2016-03-18 21:29,TECH_SUPPORT
ENDED,214,21,(365) 7301-3111,2016-03-18 21:24,2016-03-18 21:29,INCORRECT_NUMBER
STARTED,298,21,(905) 2492-8375,2016-03-18 21:30,,
ENDED,294,38,(519) 2579-0710,2016-03-18 21:29,2016-03-18 21:30,REFUND
STARTED,299,9,(289) 3146-9677,2016-03-18 21:30,,
STARTED,300,38,(289) 7120-2619,2016-03-18 21:30,,
ENDED,195,1,(249) 9789-7061,2016-03-18 21:23,2016-03-18 21:30,REFUND
ENDED,274,20,(613) 2906-1794,2016-03-18 21:28,2016-03-18 21:30,NEW_ORDER
STARTED,301,20,(613) 2101-1108,2016-03-18 21:30,,
STARTED,302,1,(613) 834-2876,2016-03-18 21:30,,
ENDED,298,21,(905) 2492-8375,2016-03-18 21:30,2016-03-18 21:30,CANCELLATION
STARTED,303,21,(249) 9026-3727,2016-03-18 21:30,,
ENDED,244,16,(226) 1224-9935,2016-03-18 21:26,2016-03-18 21:30,TECH_SUPPORT
ENDED,239,22,(226) 2103-8403,2016-03-18 21:26,2016-03-18 21:30,REQUIRES_SUPERVISOR_ATTENTION
STARTED,304,16,(365) 8756-4955,2016-03-18 21:30,,
ENDED,208,8,(249) 4491-9938,2016-03-18 21:24,2016-03-18 21:30,WARM_TRANSFER
ENDED,289,19,(289) 8701-0613,2016-03-18 21:29,2016-03-18 21:30,REFUND
STARTED,305,8,(343) 5630-3519,2016-03-18 21:30,,
STARTED,306,22,(289) 8213-5159,2016-03-18 21:30,,
STARTED,307,19,(226) 6416-1706,2016-03-18 21:30,,
ENDED,296,30,(226) 7259-1771,2016-03-18 21:29,2016-03-18 21:30,DROPPED_WHILE_TALKING
STARTED,308,30,(519) 4676-0945,2016-03-18 21:30,,
ENDED,291,5,(437) 507-1326,2016-03-18 21:29,2016-03-18 21:30,PRODUCT_QUESTION
ENDED,306,22,(289) 8213-5159,2016-03-18 21:30,2016-03-18 21:30,WARM_TRANSFER
ENDED,305,8,(343) 5630-3519,2016-03-18 21:30,2016-03-18 21:30,NEW_ORDER
STARTED,309,5,(613) 1432-2841,2016-03-18 21:30,,
ENDED,292,12,(343) 1886-7418,2016-03-18 21:29,2016-03-18 21:30,DROPPED_WHILE_TALKING
STARTED,310,8,(343) 7269-4632,2016-03-18 21:30,,
STARTED,311,22,(905) 7645-7890,2016-03-18 21:30,,
ENDED,273,2,(519) 6769-8156,2016-03-18 21:28,2016-03-18 21:30,DROPPED_WHILE_TALKING
STARTED,312,12,(613) 6260-8973,2016-03-18 21:30,,
STARTED,313,2,(647) 1932-4514,2016-03-18 21:30,,
ENDED,130,32,(437) 8260-6874,2016-03-18 21:18,2016-03-18 21:31,CANCELLATION
STARTED,314,32,(289) 4760-4854,2016-03-18 21:31,,
ENDED,259,17,(289) 9800-6928,2016-03-18 21:27,2016-03-18 21:31,CANCELLATION
STARTED,315,17,(647) 4094-9482,2016-03-18 21:31,,
ENDED,285,29,(905) 9812-1973,2016-03-18 21:29,2016-03-18 21:31,CANCELLATION
ENDED,279,33,(519) 5961-0215,2016-03-18 21:28,2016-03-18 21:31,BILLING_QUESTION
STARTED,316,29,(249) 5465-9175,2016-03-18 21:31,,
STARTED,317,33,(613) 1527-0539,2016-03-18 21:31,,
ENDED,297,24,(249) 5914-6323,2016-03-18 21:29,2016-03-18 21:31,REFUND
ENDED,248,13,(289) 3626-6838,2016-03-18 21:26,2016-03-18 21:31,SILENCE
ENDED,307,19,(226) 6416-1706,2016-03-18 21:30,2016-03-18 21:31,REFUND
ENDED,314,32,(289) 4760-4854,2016-03-18 21:31,2016-03-18 21:31,PRODUCT_QUESTION
STARTED,318,19,(365) 6404-8062,2016-03-18 21:31,,
STARTED,319,32,(807) 6479-8915,2016-03-18 21:31,,
STARTED,320,24,(647) 8173-1862,2016-03-18 21:31,,
STARTED,321,13,(416) 9666-9571,2016-03-18 21:31,,
ENDED,257,15,(343) 6430-3660,2016-03-18 21:27,2016-03-18 21:31,TECH_SUPPORT
ENDED,313,2,(647) 1932-4514,2016-03-18 21:30,2016-03-18 21:31,SILENCE
STARTED,322,2,(613) 6082-1055,2016-03-18 21:31,,
STARTED,323,15,(647) 3504-3235,2016-03-18 21:31,,
ENDED,302,1,(613) 834-2876,2016-03-18 21:30,2016-03-18 21:31,TECH_SUPPORT
STARTED,324,1,(437) 6731-5867,2016-03-18 21:31,,
ENDED,320,24,(647) 8173-1862,2016-03-18 21:31,2016-03-18 21:31,INCORRECT_NUMBER
STARTED,325,24,(289) 3401-8156,2016-03-18 21:31,,
ENDED,288,4,(705) 4449-4715,2016-03-18 21:29,2016-03-18 21:31,COMPLAINT
STARTED,326,4,(613) 951-8708,2016-03-18 21:31,,
ENDED,264,27,(807) 6890-6850,2016-03-18 21:27,2016-03-18 21:31,PRODUCT_QUESTION
ENDED,315,17,(647) 4094-9482,2016-03-18 21:31,2016-03-18 21:31,PRODUCT_QUESTION
STARTED,327,17,(289) 9475-9455,2016-03-18 21:31,,
ENDED,299,9,(289) 3146-9677,2016-03-18 21:30,2016-03-18 21:31,BILLING_QUESTION
ENDED,290,18,(807) 1640-3837,2016-03-18 21:29,2016-03-18 21:32,REFUND
STARTED,328,9,(249) 9865-5747,2016-03-18 21:32,,
STARTED,329,18,(647) 4440-9368,2016-03-18 21:32,,
STARTED,330,27,(365) 3773-1674,2016-03-18 21:32,,
ENDED,275,35,(647) 5334-9139,2016-03-18 21:28,2016-03-18 21:32,NEW_ORDER
STARTED,331,35,(289) 4455-6391,2016-03-18 21:32,,
ENDED,304,16,(365) 8756-4955,2016-03-18 21:30,2016-03-18 21:32,SILENCE
STARTED,332,16,(519) 4721-5593,2016-03-18 21:32,,
ENDED,326,4,(613) 951-8708,2016-03-18 21:31,2016-03-18 21:32,SILENCE
STARTED,333,4,(249) 4182-5833,2016-03-18 21:32,,
ENDED,286,34,(289) 3685-2814,2016-03-18 21:29,2016-03-18 21:32,REFUND
STARTED,334,34,(249) 6431-7232,2016-03-18 21:32,,
ENDED,319,32,(807) 6479-8915,2016-03-18 21:31,2016-03-18 21:32,REFUND
ENDED,330,27,(365) 3773-1674,2016-03-18 21:32,2016-03-18 21:32,SILENCE
ENDED,325,24,(289) 3401-8156,2016-03-18 21:31,2016-03-18 21:32,DROPPED_WHILE_TALKING
STARTED,335,24,(365) 4037-4331,2016-03-18 21:32,,
STARTED,336,32,(249) 7598-1272,2016-03-18 21:32,,
STARTED,337,27,(613) 6389-1269,2016-03-18 21:32,,
ENDED,321,13,(416) 9666-9571,2016-03-18 21:31,2016-03-18 21:32,COMPLAINT
ENDED,281,37,(705) 5306-5130,2016-03-18 21:29,2016-03-18 21:32,CANCELLATION
ENDED,240,11,(519) 407-8260,2016-03-18 21:26,2016-03-18 21:32,REQUIRES_SUPERVISOR_ATTENTION
ENDED,316,29,(249) 5465-9175,2016-03-18 21:31,2016-03-18 21:32,WARM_TRANSFER
STARTED,338,37,(613) 1599-3545,2016-03-18 21:32,,
STARTED,339,11,(365) 960-7596,2016-03-18 21:32,,
ENDED,327,17,(289) 9475-9455,2016-03-18 21:31,2016-03-18 21:32,CANCELLATION
ENDED,338,37,(613) 1599-3545,2016-03-18 21:32,2016-03-18 21:32,TECH_SUPPORT
STARTED,340,29,(226) 6081-1428,2016-03-18 21:32,,
STARTED,341,13,(343) 7307-1116,2016-03-18 21:32,,
ENDED,317,33,(613) 1527-0539,2016-03-18 21:31,2016-03-18 21:32,REQUIRES_SUPERVISOR_ATTENTION
STARTED,342,17,(807) 3426-2089,2016-03-18 21:32,,
STARTED,343,37,(647) 8419-1878,2016-03-18 21:33,,
STARTED,344,33,(705) 2020-6150,2016-03-18 21:33,,
ENDED,322,2,(613) 6082-1055,2016-03-18 21:31,2016-03-18 21:33,DROPPED_WHILE_TALKING
ENDED,342,17,(807) 3426-2089,2016-03-18 21:32,2016-03-18 21:33,REFUND
STARTED,345,17,(613) 8262-8341,2016-03-18 21:33,,
STARTED,346,2,(249) 8046-0948,2016-03-18 21:33,,
ENDED,263,40,(647) 5590-0002,2016-03-18 21:27,2016-03-18 21:33,BILLING_QUESTION
STARTED,347,40,(289) 3341-4296,2016-03-18 21:33,,
ENDED,318,19,(365) 6404-8062,2016-03-18 21:31,2016-03-18 21:33,TECH_SUPPORT
ENDED,295,36,(905) 9258-0739,2016-03-18 21:29,2016-03-18 21:33,REQUIRES_SUPERVISOR_ATTENTION
ENDED,210,3,(249) 3256-7861,2016-03-18 21:24,2016-03-18 21:33,NEW_ORDER
ENDED,331,35,(289) 4455-6391,2016-03-18 21:32,2016-03-18 21:33,INCORRECT_NUMBER
STARTED,348,36,(226) 1599-1774,2016-03-18 21:33,,
STARTED,349,35,(613) 8144-6913,2016-03-18 21:33,,
STARTED,350,19,(343) 3924-7441,2016-03-18 21:33,,
STARTED,351,3,(647) 3308-9871,2016-03-18 21:33,,
ENDED,343,37,(647) 8419-1878,2016-03-18 21:33,2016-03-18 21:33,DROPPED_WHILE_TALKING
STARTED,352,37,(416) 8301-7483,2016-03-18 21:33,,
ENDED,300,38,(289) 7120-2619,2016-03-18 21:30,2016-03-18 21:33,SILENCE
STARTED,353,38,(705) 6919-3392,2016-03-18 21:33,,
ENDED,277,28,(416) 1599-4169,2016-03-18 21:28,2016-03-18 21:33,REFUND
ENDED,347,40,(289) 3341-4296,2016-03-18 21:33,2016-03-18 21:33,TECH_SUPPORT
ENDED,260,7,(705) 6336-0012,2016-03-18 21:27,2016-03-18 21:33,COMPLAINT
ENDED,308,30,(519) 4676-0945,2016-03-18 21:30,2016-03-18 21:33,NEW_ORDER
STARTED,354,7,(613) 5635-4079,2016-03-18 21:33,,
